gene ID	gene start	gene end	gene strand	smCOG	locus_tag	annotation
AES74163	54502452	54507169	-		MTR_3g116510	glucan endo-1,3-beta-glucosidase-like protein
AES74165	54508271	54512674	+		MTR_3g116520	transmembrane protein, putative
AES74166	54514277	54516476	-		MTR_3g116530	hypothetical protein
AES74169	54523887	54524088	-		MTR_3g116570	transmembrane protein, putative
AES74171	54529831	54535211	-		MTR_3g116590	receptor-like kinase plant
KEH36361	54530157	54535211	-		MTR_3g11_107	MTR_3g11_107
KEH36362	54540122	54540397	-		MTR_3g116595	hypothetical protein
AES74174	54548710	54548956	-		MTR_3g116630	hypothetical protein
AES74175	54550354	54554940	-		MTR_3g116640	LRR receptor-like kinase family protein
AES74176	54560430	54560718	+		MTR_3g116650	hypothetical protein
AES74177	54567575	54568048	+		MTR_3g116670	hypothetical protein
AES74178	54571602	54573844	+		MTR_3g116690	myb-like DNA-binding domain protein
KEH36363	54579957	54581552	+		MTR_3g116705	hypothetical protein
AES74180	54586555	54587284	+		MTR_3g116710	FAR1 DNA-binding domain protein
AES74181	54590651	54590897	-		MTR_3g116720	MYB family transcription factor
AES74184	54610964	54611750	+		MTR_3g116750	animal RPA1 domain protein
AES74185	54614344	54614746	+		MTR_3g116760	hypothetical protein
KEH36364	54615127	54618349	+		MTR_3g116770	BHLH transcription factor
AES74186	54615127	54618349	+		MTR_3g11_108	MTR_3g11_108
AES74187	54619109	54620010	-		MTR_3g116780	hypothetical protein
AES74189	54631083	54631977	+		MTR_3g116810	hypothetical protein
AES74191	54635799	54637229	-		MTR_3g116830	adenine nucleotide alpha hydrolase superfamily protein
AES74192	54637873	54639261	+		MTR_3g116840	phenylcoumaran benzylic ether reductase-like protein Fi1
AES74193	54640135	54642388	-		MTR_3g116850	SNF1-related kinase regulatory subunit gamma 1
AES74194	54643480	54647185	-		MTR_3g116860	glucose-1-phosphate adenylyltransferase family protein
AES74195	54652921	54653530	-		MTR_3g116870	hypothetical protein
AES74196	54670955	54673459	+		MTR_3g116890	tyrosine kinase
AES74197	54678808	54678988	+		MTR_3g116910	hypothetical protein
AES74198	54687917	54688814	-		MTR_3g116920	DUF241 domain protein
AES74199	54688900	54689854	+		MTR_3g116930	hypothetical protein
AES74200	54692672	54693394	-		MTR_3g116940	DUF241 domain protein
AES74201	54699862	54700753	-		MTR_3g116950	DUF241 domain protein
AES74202	54701517	54701985	+		MTR_3g116960	hypothetical protein
